key,id,title,active,ab,type,channels,category,first_send_date,last_send_date,mobile_push_sent,mobile_push_ios_sent,mobile_push_android_sent,mobile_push_opened,mobile_push_ios_opened,mobile_push_android_opened,mobile_push_open_rate,mobile_push_ios_open_rate,mobile_push_android_open_rate,web_push_sent,web_push_delivered,web_push_opened,web_push_open_rate,inapp_sent,inapp_ios_sent,inapp_android_sent,inapp_delivered,inapp_ios_delivered,inapp_android_delivered,inapp_opened,inapp_ios_opened,inapp_android_opened,inapp_open_rate,inapp_ios_open_rate,inapp_android_open_rate,inbox_sent,inbox_delivered,inbox_opened,inbox_open_rate,inbox_clicked,inbox_click_rate,email_sent,email_failed,email_delivered,email_unsubscribed,email_complained,email_opened,email_clicked,email_open_rate,email_click_rate,sms_sent,sms_delivered,sms_clicked,sms_click_rate,sms_failed,sms_opened,sms_open_rate,rcs_sent,rcs_delivered,rcs_clicked,rcs_click_rate,rcs_failed,rcs_opened,rcs_open_rate,facebook_sent,facebook_delivered,facebook_opened,facebook_open_rate,whatsapp_sent,whatsapp_delivered,whatsapp_opened,whatsapp_open_rate,inweb_sent,inweb_delivered,inweb_opened,inweb_open_rate,app_opens_direct,actions_sent_unique,actions_converted_unique,actions_conversion,goals,goals_value,description,db_sort_index,sms_unsubscribed
228,130437438,(Emils)TPSpecial100FreeSpins,0,0,Scheduled,Email,,"2026-03-11 09:00","2026-03-11 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541,38,503,0,0,32,48,6.36,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (11 Mar 2026)",228,
229,130437481,"TP Sendout (royspins.fans) 11.03",0,0,Scheduled,Email,,"2026-03-11 09:00","2026-03-11 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,9,163,1,0,34,32,20.86,19.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (11 Mar 2026)",229,
230,130421505,"Retention:TrustPilotPromoCode 10.03",0,0,Scheduled,Email,,"2026-03-10 09:00","2026-03-10 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,11,246,1,0,131,40,53.25,16.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Mar 2026)",230,
231,130361639,WomensDayDepBonus20fs(08.03),0,0,"API Triggered",Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"API Triggered: Email (06 Mar 2026 to 08 Mar 2026)",231,
232,130342974,Retention:TrustpilotDeposit150%05.03,0,0,Scheduled,Email,,"2026-03-05 07:00","2026-03-05 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,14,436,0,0,213,33,48.85,7.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (05 Mar 2026)",232,
233,130314276,"TrustPilotMonthlyBonusMarch 03.03",0,0,Scheduled,Email,,"2026-03-03 10:00","2026-03-03 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,23,0,0,8,2,34.78,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (03 Mar 2026)",233,
234,130298743,"TP Sendout (royspins.com) 02.03",0,0,Scheduled,Email,,"2026-03-02 10:00","2026-03-02 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,2,106,1,0,44,19,41.51,17.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (02 Mar 2026)",234,
235,130297798,"Retention:TrustPilotPromoCode 02.03",0,0,Scheduled,Email,,"2026-03-02 09:00","2026-03-02 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,6,181,0,0,101,39,55.8,21.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (02 Mar 2026)",235,
236,130233859,"TrustPilotMonthlyBonusFebruary 26.02",0,0,Scheduled,Email,,"2026-02-26 09:00","2026-02-26 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,14,0,0,3,2,21.43,14.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (26 Feb 2026)",236,
237,130214584,"Retention:TrustPilotPromoCode 25.02",0,0,Scheduled,Email,,"2026-02-25 07:00","2026-02-25 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,1,221,0,0,121,49,54.75,22.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (25 Feb 2026)",237,
238,130125967,Retention:TrustpilotDeposit150%19.02,0,0,Scheduled,Email,,"2026-02-19 09:00","2026-02-19 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,15,334,1,0,141,14,42.22,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (19 Feb 2026)",238,
239,130109287,"TP 50 Special FS 18.02",0,0,Scheduled,Email,,"2026-02-18 10:00","2026-02-18 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,1,50,1,0,16,11,32,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (18 Feb 2026)",239,
240,130091111,"Retention:TrustPilotPromoCode 17.02",0,0,Scheduled,Email,,"2026-02-17 07:00","2026-02-17 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,9,216,1,0,128,41,59.26,18.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (17 Feb 2026)",240,
241,130076746,"TrustPilotMonthlyBonusFebruary 16.02",0,0,Scheduled,Email,,"2026-02-16 08:00","2026-02-16 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,8,0,0,6,2,75,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (16 Feb 2026)",241,
242,129985816,"TP 50 Special FS 10.02",0,0,Scheduled,Email,,"2026-02-10 11:00","2026-02-10 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,11,0,0,4,1,36.36,9.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Feb 2026)",242,
243,129985460,"TrustPilotMonthlyBonusFebruary 10.02",0,0,Scheduled,Email,,"2026-02-10 11:00","2026-02-10 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,8,0,0,3,1,37.5,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Feb 2026)",243,
244,129968194,"TP Sendout (royspins.com) 09.02",0,0,Scheduled,Email,,"2026-02-09 11:00","2026-02-09 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,17,199,0,0,110,43,55.28,21.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (09 Feb 2026)",244,
245,129965670,"Retention:TrustPilotPromoCode 09.02",0,0,Scheduled,Email,,"2026-02-09 09:00","2026-02-09 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,3,133,0,0,79,32,59.4,24.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (09 Feb 2026)",245,
246,129901874,"Retention:TrustpilotDeposit150%23.01 Copy",0,0,Scheduled,Email,,"2026-02-05 10:00","2026-02-05 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739,21,718,5,0,395,54,55.01,7.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (05 Feb 2026)",246,
247,129886985,"TP Sendout (royspins.com) 04.02",0,0,Scheduled,Email,,"2026-02-04 11:00","2026-02-04 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,12,0,0,4,3,33.33,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (04 Feb 2026)",247,
248,129884316,"TP 50 Special FS 04.02",0,0,Scheduled,Email,,"2026-02-04 09:00","2026-02-04 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,1,111,2,0,51,18,45.95,16.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (04 Feb 2026)",248,
249,129868206,"Retention:TrustPilotPromoCode 03.02",0,0,Scheduled,Email,,"2026-02-03 09:00","2026-02-03 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,3,233,0,0,146,60,62.66,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (03 Feb 2026)",249,
250,129854107,"TP Sendout (royspins.com) 02.02",0,0,Scheduled,Email,,"2026-02-02 11:00","2026-02-02 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,17,0,0,8,3,47.06,17.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (02 Feb 2026)",250,
251,129853711,"TrustPilotMonthlyBonusFebruary 02.02",0,0,Scheduled,Email,,"2026-02-02 11:00","2026-02-02 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,32,0,0,16,9,50,28.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (02 Feb 2026)",251,
252,129762032,"TP Sendout (royspins.com) 27.01",0,0,Scheduled,Email,,"2026-01-27 10:00","2026-01-27 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,0,12,4,60,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (27 Jan 2026)",252,
253,129744753,"Retention:TrustPilotPromoCode 26.01",0,0,Scheduled,Email,,"2026-01-26 08:00","2026-01-26 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,9,299,1,0,187,78,62.54,26.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (26 Jan 2026)",253,
254,129677523,"TP Sendout (royspins.com) 21.01",0,0,Scheduled,Email,,"2026-01-21 12:00","2026-01-21 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,22,0,0,11,7,50,31.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (21 Jan 2026)",254,
255,129566253,"TP Sendout (royspins.nz) 14.01",0,0,Scheduled,Email,,"2026-01-14 10:00","2026-01-14 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,53,1,0,31,6,58.49,11.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (14 Jan 2026)",255,
256,129566235,"TP Sendout (royspins.com) 14.01",0,0,Scheduled,Email,,"2026-01-14 10:00","2026-01-14 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,7,50,1,0,18,4,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (14 Jan 2026)",256,
257,129535527,"Retention:TrustPilotPromoCode 12.01",0,0,Scheduled,Email,,"2026-01-12 10:00","2026-01-12 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,1,178,1,0,105,32,58.99,17.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (12 Jan 2026)",257,
258,129463549,"TrustPilotMonthlyBonusDecember 07.01",0,0,Scheduled,Email,,"2026-01-07 10:00","2026-01-07 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,14,1,0,8,6,57.14,42.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (07 Jan 2026)",258,
259,129448616,Retention:TrustpilotDeposit150%Bonus06.01,0,0,Scheduled,Email,,"2026-01-06 10:00","2026-01-06 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685,18,667,6,0,281,33,42.13,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (06 Jan 2026)",259,
260,129435088,"Retention:TrustPilotPromoCode 05.01",0,0,Scheduled,Email,,"2026-01-05 11:00","2026-01-05 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2,111,0,0,64,25,57.66,22.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (05 Jan 2026)",260,
261,129337820,"Retention:TrustPilotPromoCode 29.12",0,0,Scheduled,Email,,"2025-12-29 09:00","2025-12-29 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,1,150,3,0,105,37,70,24.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (29 Dec 2025)",261,
262,129310889,"TrustPilotMonthlyBonusDecember 27.12 ",0,0,Scheduled,Email,,"2025-12-27 09:00","2025-12-27 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,10,0,0,4,2,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (27 Dec 2025)",262,
263,129241169,"Retention:TrustPilotPromoCode 22.12",0,0,Scheduled,Email,,"2025-12-22 09:00","2025-12-22 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,6,123,1,0,75,28,60.98,22.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (22 Dec 2025)",263,
264,129185885,HalfAdventSendout(TimeBased),0,0,Scheduled,Email,,"2025-12-19 10:00","2025-12-19 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,19,931,4,0,533,226,57.25,24.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (19 Dec 2025)",264,
265,129168171,"TrustPilotMonthlyBonusDecember 17.12",0,0,Scheduled,Email,,"2025-12-17 09:00","2025-12-17 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,27,0,0,11,11,40.74,40.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (17 Dec 2025)",265,
266,129155270,VIP:AdventTEST,0,0,Scheduled,Email,,"2025-12-16 12:00","2025-12-16 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,2,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (16 Dec 2025)",266,
267,129153959,"Retention:TrustPilotPromoCode 16.12",0,0,Scheduled,Email,,"2025-12-16 11:00","2025-12-16 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,2,128,0,0,77,26,60.16,20.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (16 Dec 2025)",267,
268,129096398,BotNet12.12,0,0,Scheduled,Email,,"2025-12-12 09:00","2025-12-12 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820,67,1753,1,0,747,90,42.61,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (12 Dec 2025)",268,
269,129082439,"TP Sendout (royspins.com) 11.12",0,0,Scheduled,Email,,"2025-12-11 10:00","2025-12-11 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,23,0,0,15,5,65.22,21.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (11 Dec 2025)",269,
270,129053571,"TP Sendout (royspins.you) 09.12",0,0,Scheduled,Email,,"2025-12-09 09:00","2025-12-09 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,20,264,0,0,45,14,17.05,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (09 Dec 2025)",270,
271,129052283,"TP Sendout (royspins.com) 09.12",0,0,Scheduled,Email,,"2025-12-09 08:00","2025-12-09 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,12,273,2,0,59,14,21.61,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (09 Dec 2025)",271,
272,129040742,BotNet,0,0,Scheduled,Email,,"2025-12-08 10:00","2025-12-08 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170,37,1133,0,0,401,58,35.39,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (08 Dec 2025)",272,
273,129040647,TestCampaignForSupport,0,0,Scheduled,Email,,"2025-12-08 10:00","2025-12-08 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,2,2,66.67,66.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (08 Dec 2025)",273,
274,129038370,"Retention:TrustPilotPromoCode 08.12",0,0,Scheduled,Email,,"2025-12-08 08:00","2025-12-08 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,1,95,0,0,57,32,60,33.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (08 Dec 2025)",274,
275,128986731,"TP Sendout (royspins.bio) 04.12",0,0,Scheduled,Email,,"2025-12-04 12:00","2025-12-04 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,6,185,0,0,39,4,21.08,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (04 Dec 2025)",275,
276,128986068,"TP Sendout (royspins.my) 04.12",0,0,Scheduled,Email,,"2025-12-04 11:00","2025-12-04 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296,6,290,1,0,73,8,25.17,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (04 Dec 2025)",276,
277,128984883,"TP Sendout (royspins.you) 04.12",0,0,Scheduled,Email,,"2025-12-04 10:00","2025-12-04 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,10,313,0,0,63,17,20.13,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (04 Dec 2025)",277,
278,128984590,"TP Sendout (royspins.com) 04.12",0,0,Scheduled,Email,,"2025-12-04 10:00","2025-12-04 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,11,90,0,0,8,17,8.89,18.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (04 Dec 2025)",278,
279,128952566,"TP Sendout (royspins.com) 02.12",0,0,Scheduled,Email,,"2025-12-02 11:00","2025-12-02 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,14,102,0,0,19,8,18.63,7.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (02 Dec 2025)",279,
280,128950981,"TP Sendout (royspins.bio) 02.12",0,0,Scheduled,Email,,"2025-12-02 10:00","2025-12-02 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,13,209,0,0,32,21,15.31,10.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (02 Dec 2025)",280,
281,128949371,"TP Sendout (royspins.io) 02.12",0,0,Scheduled,Email,,"2025-12-02 09:00","2025-12-02 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,12,302,0,0,41,15,13.58,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (02 Dec 2025)",281,
282,128948781,"TP Sendout (royspins.you) 02.12",0,0,Scheduled,Email,,"2025-12-02 08:00","2025-12-02 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,5,311,0,0,44,10,14.15,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (02 Dec 2025)",282,
283,128937090,"TP Sendout (royspins.onl) 01.12",0,0,Scheduled,Email,,"2025-12-01 12:00","2025-12-01 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,8,311,0,0,65,20,20.9,6.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (01 Dec 2025)",283,
284,128853804,"TP Sendout (royspins.onl) 26.11",0,0,Scheduled,Email,,"2025-11-26 09:00","2025-11-26 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,33,301,2,0,77,30,25.58,9.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (26 Nov 2025)",284,
285,128853500,"TrustPilotMonthlyBonusNovember 26.11",0,0,Scheduled,Email,,"2025-11-26 09:00","2025-11-26 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,13,0,0,2,2,15.38,15.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (26 Nov 2025)",285,
286,128852012,"TP Sendout (royspins.my) 26.11",0,0,Scheduled,Email,,"2025-11-26 07:00","2025-11-26 07:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,16,249,1,0,94,13,37.75,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (26 Nov 2025)",286,
287,128851777,"TP Sendout (royspins.sbs) 26.11",0,0,Scheduled,Email,,"2025-11-26 06:00","2025-11-26 06:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,10,282,1,0,56,9,19.86,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (26 Nov 2025)",287,
288,128851628,"TP Sendout (royspins.io) 26.11",0,0,Scheduled,Email,,"2025-11-26 06:00","2025-11-26 06:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,10,307,0,0,80,22,26.06,7.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (26 Nov 2025)",288,
289,128836462,"Retention:TrustPilotPromoCode 25.11",0,0,Scheduled,Email,,"2025-11-25 08:00","2025-11-25 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,1,57,1,0,34,12,59.65,21.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (25 Nov 2025)",289,
290,128825948,"TP Sendout (royspins.io) 24.11",0,0,Scheduled,Email,,"2025-11-24 11:00","2025-11-24 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,26,0,0,10,1,38.46,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (24 Nov 2025)",290,
291,128822090,Retention:TrustpilotDeposit150%Bonus24.11,0,0,Scheduled,Email,,"2025-11-24 08:00","2025-11-24 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,39,252,3,0,79,13,31.35,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (24 Nov 2025)",291,
292,128761327,"TP Sendout (royspins.com) 19.11",0,0,Scheduled,Email,,"2025-11-20 09:00","2025-11-20 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,1,64,0,0,15,11,23.44,17.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (20 Nov 2025)",292,
293,128744328,"Retention:TrustPilotPromoCode 19.11",0,0,Scheduled,Email,,"2025-11-19 10:00","2025-11-19 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,4,146,1,0,87,36,59.59,24.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (19 Nov 2025)",293,
294,128630474,"TP Sendout (royspins.sbs) 12.11",0,0,Scheduled,Email,,"2025-11-12 11:00","2025-11-12 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,2,346,0,0,135,31,39.02,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (12 Nov 2025)",294,
295,128629557,"TP Sendout (royspins.com) 12.11",0,0,Scheduled,Email,,"2025-11-12 10:00","2025-11-12 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,3,337,0,0,63,40,18.69,11.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (12 Nov 2025)",295,
296,128628780,"TrustPilotMonthlyBonusNovembe 1st half",0,0,Scheduled,Email,,"2025-11-12 09:00","2025-11-12 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,20,0,0,5,4,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (12 Nov 2025)",296,
297,128611793,Retention:TrustpilotDeposit150%Bonus11.11,0,0,Scheduled,Email,,"2025-11-11 10:00","2025-11-11 10:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287,15,272,1,0,82,13,30.15,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (11 Nov 2025)",297,
298,128598058,"TP Sendout (royspins-casino.in) 10.11 x2",0,0,Scheduled,Email,,"2025-11-10 11:00","2025-11-10 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,17,243,1,0,43,22,17.7,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Nov 2025)",298,
299,128597504,"TP Sendout (royspins-casino.in) 10.11",0,0,Scheduled,Email,,"2025-11-10 11:00","2025-11-10 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,8,291,0,0,56,14,19.24,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Nov 2025)",299,
300,128593650,"Retention:TrustPilotPromoCode 10.11",0,0,Scheduled,Email,,"2025-11-10 08:00","2025-11-10 08:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,6,162,1,0,89,26,54.94,16.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (10 Nov 2025)",300,
301,128514597,"TP Sendout (royspins.nz) 05.11",0,0,Scheduled,Email,,"2025-11-05 12:00","2025-11-05 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,16,227,0,0,127,32,55.95,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (05 Nov 2025)",301,
302,128514572,"TP Sendout (royspins.xyz) 05.11",0,0,Scheduled,Email,,"2025-11-05 12:00","2025-11-05 12:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,26,232,1,0,101,38,43.53,16.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (05 Nov 2025)",302,
303,128494309,"TP Sendout (royspins.nz) 04.11",0,0,Scheduled,Email,,"2025-11-04 09:00","2025-11-04 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,6,81,1,0,45,17,55.56,20.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (04 Nov 2025)",303,
304,128494277,"TP Sendout (royspins.com) 04.11",0,0,Scheduled,Email,,"2025-11-04 09:00","2025-11-04 09:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,13,131,0,0,77,28,58.78,21.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (04 Nov 2025)",304,
305,128478189,"Retention:TrustPilotPromoCode 03.11",0,0,Scheduled,Email,,"2025-11-03 11:00","2025-11-03 11:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,4,68,0,0,39,13,57.35,19.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scheduled: Email (03 Nov 2025)",305,
